Question ID,Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,9b04a970-4f25-452f-a4db-7a4d3d286c38,I feel that ai is a necessity in helping me with my work and my work becomes more effective and efficient with the use of ai.,Positive,Improved productivity and efficiency at work,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,c20d71a5-e0b5-4b2e-9540-ac01f08fae86,I find it much easier to do some mundane tasks.,Positive,Faster task completion and time savings,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,9da7c722-b6d0-4a23-8eac-a8187d4dffa6,"I find many useful and harmful things are happening due to the use of AI. We can find a lot of AI created content in social media platforms. Among them some are reliable and some are not reliable. Unlike before, whenever  I find a video on social media, I first check to see if was created by AI.",Neutral,Greater distrust of online media/deepfakes,Increased exposure to AI-generated content,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,98db21ae-7ac6-4aca-bda1-c8229e90b54e,"I find myself automating boring/repetitive tasks which my brain cannot handle. I always supervise the work, though.",Neutral,Automation of routine/repetitive tasks,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,95325aa9-9ff4-4c0f-a8c5-8767a668262b,"I find myself very lazy to do simple tasks such as drafting mails or anything of that sort. it has kind of become my assistant, sometimes I feel it makes my life easier but I also have a feeling that my brain in starting to rot",Neutral,Improved productivity and efficiency at work,Reduced independent thinking/overreliance,"Writing help: emails, documents, summaries",,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,a9c7329f-3d98-4e3d-a7d1-5b2712c9827f,I found it a great reference for projects and non work projects since it searches in real time. ,Positive,Other,Research acceleration and information synthesis,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,e0c96e7b-8294-40cb-9616-65030c8849c2,I frequently encounter content created by AI (mostly on social media). ,Neutral,Increased exposure to AI-generated content,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,f073ed6c-37db-4652-806b-def31a97b065,I get access to resources and critical information way faster thanks to ai tools. My work is done way faster and more accurately now backed up with data that is well organized,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,1c902050-ead9-4e53-8228-cec0e6925230,"I get help from an AI assistant with things that would normally be difficult and stressful for me – for example, writing formal emails. I also find that searching for information and fact-checking goes much more efficiently",Neutral,Faster task completion and time savings,Quality improvement in communication style,Research acceleration and information synthesis,"Writing help: emails, documents, summaries",,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,f034c24c-0fb6-48ad-95bc-00240ef46978,I get note clarity form AI. It helps me point out this that i missed or offers perspective ,Neutral,"Learning aid: studying, tutoring, explanations",,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,3355bc05-e118-408e-939b-3a8405b52da7,"I get the informations I need faster. No more boring researches,but clearly prompetd questions that give me direct answers",Positive,Faster task completion and time savings,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,fbcc2c5f-7c9b-48e9-b757-bd163969ab5e,"I guess I have become more lazy, relying onAI for many tasks which I am able to do on my own [erfectly well. Of course, it also helps a lot in different areas",Neutral,Other,Reduced independent thinking/overreliance,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,42951be5-bfd0-4d90-8185-558b0b7d87e2,"I had a pain I couldn't describe. My doctor couldn't find the cause of this pain. Later on, I found the cause of this pain with AI. When I went to a different doctor, he approved this diagnosis. ",Neutral,Health and medical advice (non-urgent),,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,81a66b95-aa04-4cab-93df-116b01a5220e,"I have a new job that makes very heavy use of AI and it helps a lot, getting rid of the most boring/time-consuming parts of the job, warning me of certain things, giving me notice and advice, writing some things for me (which I will review and correct if necessary). In my personal life, it helps me find new ideas for some things.",Positive,Automation of routine/repetitive tasks,Faster task completion and time savings,Improved productivity and efficiency at work,Personal decision-making and recommendations,"Writing help: emails, documents, summaries",,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,50717b05-c1ae-4fa7-a7f1-bdd9d91ad1ad,I have almost like a personal assistant that can advise me on issues when I'm not sure myself,Positive,Personal decision-making and recommendations,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,529b6598-28d2-4a90-9091-04a51b9f606a,I have an easier time completing repetitive tasks like figuring out what to cook this week. I simply ask the AI to give me suggestions and make a grocery list ,Neutral,Automation of routine/repetitive tasks,Personal decision-making and recommendations,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,cd9d8501-7ff4-4ed6-8eb0-982e9d228885,I have asked AI about my astrology and get to know myself much better,Neutral,Other,Personal decision-making and recommendations,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,32f8a48c-87d1-47f8-97ca-dc05f51ed4ea,I have become more accurate and quick regarding my work related tasks compared to last year. ,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,b0e146dd-0131-4188-afac-a84b989b81f1,"I have become more efficient in doing research, especially when dealing with texts",Positive,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,cfb616f4-a6a6-4397-94a9-638792d8f957,I have become so effective in accomplishing task before the dateline by the help of Ai,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,61382b0f-5aec-48ed-b319-1ead0e3acd42,I have been able to develop the need to have more creative ideas on how I can generate more income as a result of AI,Positive,Brainstorming and creativity support,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,0409a138-a988-4922-b862-16d25672989c,I have been able to find and research information much more efficiently and from a broader variety of sources,Positive,Research acceleration and information synthesis,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,9ba7dced-f468-491e-b575-38530fa5a10a,I have been able to finish my duties faster with the help of AI,Positive,Faster task completion and time savings,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,4bc4b6e8-5fdd-4593-bbd1-c15d7612dacf,I have been able to read and process large pages of documents with the help of AI and also I use AI a lot more to create documents at work ,Positive,Research acceleration and information synthesis,"Writing help: emails, documents, summaries",,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,c0ddd412-daee-4cb3-977c-cb0581593538,I have been able to reserach for my product design prominently.,Positive,"Content creation: images, music, videos",Research acceleration and information synthesis,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,33a7ad5e-e5e5-41e2-a1b8-03ab5d65f71f,I have been able to save some time and productivity,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,613ce26d-8a02-4d6c-a7d1-c0b42523e90f,I have been able to understand and learn certain programs or software in a self-taught manner with the Ai as a guide.,Neutral,"Learning aid: studying, tutoring, explanations",,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,c2abd5f0-1e49-475a-8279-4e8babe13b7d,I have been able to use AI to draft essays and stuff like that. ,Neutral,"Writing help: emails, documents, summaries",,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,12d19111-55eb-4583-a1b0-d7db0c688f1d,I have been challenging myself to do new things with the help of AI. Things I would not have done without it.,Positive,Brainstorming and creativity support,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,a1bad49c-6c46-4881-ab82-93bf94761da4,I have been flexible to do my daily tasks,Positive,Faster task completion and time savings,"Scheduling, organization, and reminders",,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,2c32cb5d-000f-410f-a351-47d9ad8faf87,"I have been more confident in email writing for my office work with the help of AI. Also I became more independent than before

",Positive,Improved productivity and efficiency at work,Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,ededc7cb-8968-4756-94d2-9bf9330a42c5,"I have been more effective in writing emails, which has given me some time ",Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,04ac9729-81b7-4c1e-8521-6c4fe8856de6,"I have been more efficient at work, so I can spare more time for myself",Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,99a8de47-1de1-4bd2-92ea-848e78fe4368,"I have been more efficient during my work hours, e.g. spending time to correct the text produced by AI, instead of writing it from scratch. So, I complete more tasks during the day. 

Moreover, sometimes it is hard for me to formulate an idea in a specific tone (official letter) or to structure the information that I want logically. In these cases, AI prevents my struggles. 

I also started using AI as a personal assistant. I do not listen to every advice, but I enjoy having conversations.",Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,"Scheduling, organization, and reminders","Writing help: emails, documents, summaries",,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,995013ba-04e8-4f12-a84c-a05b0190eef1,I have been receiving invites for interviews as a result of using AI to modify my resume. ,Neutral,Resume/CV and job application assistance,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,fe49f6c8-15ca-4039-8193-e4aac767b4a0,I have been thinking less and giving ai the thinking work.,Neutral,Reduced independent thinking/overreliance,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,5b649d4c-a22c-485c-a7e8-7da520e1ea80,I have completed my job fast ,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,e9c4c98c-354b-40a6-8850-41f039a525a5,I have found myself gravitating towards AI to help answer health questions that are not serious matters. I use AI to be creative. I tend to use it on a daily basis ,Neutral,Brainstorming and creativity support,Health and medical advice (non-urgent),,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,0d7b1613-8528-4ed3-944e-aef99190973a,I have gained a lot of skills with the help of AI systems ,Positive,"Learning aid: studying, tutoring, explanations",,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,cb6f2e63-5f8c-4e2e-8ff9-752ac56df57e,"I have integrated AI into all aspects of my life and in everyday activities and routines, particularly in personal and professional life. ",Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,Smart home and everyday tool integration,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,331cba46-5d11-4374-8a25-20261a6a11d6,I have learnt to do a few things efficiently and save time.,Positive,Faster task completion and time savings,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,59e50179-6772-4783-9d5f-2a24351fd416,"I have more time for my family than before, and my health has improved tremendously since I have more time for personal recreation than before. ",Positive,Faster task completion and time savings,Health and medical advice (non-urgent),Improved productivity and efficiency at work,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,6b32247a-2e31-4aed-9561-1c5f84cb1dde,"I have mostly used AI at most to polish responses for more formal conversations, alternatively to create funny memes, however I haven't used AI in anyways to alter my quality of life.",Neutral,"Content creation: images, music, videos",Not much/no noticeable change for some,"Writing help: emails, documents, summaries",,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,c1d05be1-1360-443a-bbf8-3569e32eb4f9,"I have not seen any changes in my personal life, my professional work on the other side has changed with the involvement of AI especially in designing my ads at work",Neutral,"Content creation: images, music, videos",Improved productivity and efficiency at work,Not much/no noticeable change for some,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,0e374bb3-1e35-4cb3-9c82-df63c96e2bae,I have noticed more when watching videos or commercials on social media. I have also noticed when shopping for homes that are AI decorated.,Neutral,"Content creation: images, music, videos",Increased exposure to AI-generated content,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,26c871c1-fac1-4584-a584-3e64634a4866,I have noticed that A.I. has begun to evaluate or help evaluate employees now.,Neutral,Job displacement and reduced opportunities,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,4c39fc19-157c-4076-a152-1254deaaffd2,I have noticed that I can't think alot when I have a difficult thing AI will help me understand fast,Positive,"Learning aid: studying, tutoring, explanations",Reduced independent thinking/overreliance,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,258927ae-c37f-492e-8668-8b3d86e74af2,I have noticed that almost every website I visit has an AI chatbot.  99% of the time I have to interact with the chatbot first before it can be escalated to a human being.,Neutral,Customer service/chatbots replacing humans,,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,8ccb7efb-8d36-4c3a-854c-e18c64072ec7,I have noticed that my life became easy and tasks became simple due to use of AI .,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,de465188-12f6-4552-bc5a-2481ea472583,I have often replaced internet searches with questions to AI on personal or work research topics.,Neutral,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,ff09c952-bb38-4d9b-8be2-0875f09043cc,"I have only used AI for research-related text processing, but I do feel that my friends around me are too receptive to AI.",Neutral,Not much/no noticeable change for some,Research acceleration and information synthesis,,,,,,,,
dc9c2bdc-d48d-4edc-9b5e-6f5d2faba4fb,8445e8c7-1806-4ffb-aebb-24fac780a18c,"I have participated in AI related tasks on Prolific in the past four months, and I did not expect to do this on New Years Day 2025.",Neutral,Other,,,,,,,,,
