Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
96ae3465-379d-44f4-ae60-22a9789f5f9d,More time to concentrate on critical issues that requires deep thinking and analysis.,Neutral,Faster task completion and time savings,,,,,,,,,
82fb7816-db52-4dc6-9f47-77e07f493de4,"More.productive, quicker solutions",Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
1ce52ded-4515-4ef1-bbb5-e68980474cf8,"Most noticable is,  I saved time while I was using AI in my general life including work and personal.",Positive,Faster task completion and time savings,,,,,,,,,
e3961ffb-cbd2-45cb-ae7a-e990a66680fc,"Most noticeable change I have seen is more dependence on ai then last year, people has become more lazy as AI makes their work easy",Neutral,Reduced independent thinking/overreliance,,,,,,,,,
0f403490-61fe-47ad-af30-25726da379c0,Most noticeable has been the productivity in my daily life,Positive,Improved productivity and efficiency at work,,,,,,,,,
c47972eb-dcac-411a-8009-892d5f0dc5f3,Most of micro tasks have been able to automate and the task which took hrs is taking less than an hour this made me so much time to upskill and spend more  time with family and friends ,Positive,Automation of routine/repetitive tasks,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,
b869289c-87ed-4451-a554-a7c41df79762,"Most of my task assisted by AI, less stress and more productive.",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
72a7bbec-f252-46c2-bda5-21bb240d2afc,"Most of task completion gets less time to complete, i have quicker and accurate responses and great learning source",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,"Learning aid: studying, tutoring, explanations",,,,,,,
ab04fb6f-552b-4807-9044-d9c2fd0d538a,Most of the chats are using AI with compare to last year.,Neutral,Customer service/chatbots replacing humans,Increased exposure to AI-generated content,,,,,,,,
c6435a7a-b2c2-45e0-933a-629f6c82c074,Most of the time I found it difficult to create some articles for blogs or to create any script for voiceover in youtube shorts video. Also I found difficult to articulate emails in few words. Now everything seems to be easier for me. I can do everything in the matter of seconds and save a lot of time.,Neutral,"Content creation: images, music, videos",Faster task completion and time savings,Improved productivity and efficiency at work,Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,
097aca95-2f65-4ba8-ba8d-d324cb1c3c77,"Mostly on my web searches. Since most search engines now use AI assistants, I have had to adapt the way I use them.",Neutral,Using AI instead of traditional web search,,,,,,,,,
024c32c6-d9ee-473e-9216-e47b07df291f,Mostly work-related there has been a great change. Using AI at work is really efficient and fast. It enables me to work more efficiently overall,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
08404b5b-ab9e-4ea4-8987-2a202a737f17,"Mostly, AI videos and photos. I think a few of them are cool. But overall, I think it's illogical, ridiculous, even dehumanizing sometimes. I feel like the consumption of those AI generated content is destroying the creative industry and out own creativity. ",Neutral,"Content creation: images, music, videos",Greater distrust of online media/deepfakes,Increased exposure to AI-generated content,Reduced independent thinking/overreliance,,,,,,
33ec3635-0047-4d84-b624-e6527d3579d0,"My access to information and fact checking, helping with units of measurements, comparing to everyday objects and thing like that",Positive,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,,
b998e7f1-dcd8-41a8-b6b9-02c345e033dd,My communication skill with people has reduced because I tend to confide in AI system more often ,Neutral,Reduced independent thinking/overreliance,,,,,,,,,
429c2ed7-1796-46fa-a3b5-bfaed2482e70,My creation is more efficient,Neutral,Brainstorming and creativity support,Improved productivity and efficiency at work,,,,,,,,
97d835a8-ea98-4423-81c2-6c30cc69fce7,My daily life has become better as i am able to navigate and overcome life stressors and challenges with the help of AI.,Positive,Emotional support and companionship,Other,Personal decision-making and recommendations,,,,,,,
6c312333-66cd-4e25-9dcb-af38d08434a5,My daily to daily tasks have been easier to execute and so them faster.,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
2e13a50a-0f52-4738-a38a-d433697c8f3d,"My everyday worries and problems are now being listened to and solved by AI, rather than by friends, family, or other people.",Positive,Emotional support and companionship,,,,,,,,,
ee7da4e6-09e7-4794-8cd3-176a1b8a8095,My interaction with AI has been minimal. Mostly summarizing information on a search either with my PC or my smartphone. ,Neutral,Not much/no noticeable change for some,Using AI instead of traditional web search,,,,,,,,
34b7f1c3-5232-44e0-baad-2aebcc98e8a2,My job has become easier,Positive,Improved productivity and efficiency at work,,,,,,,,,
4265c11e-465b-4691-b0d1-52641492a0dd,My life has become easier to navigate with the use of AI ,Positive,Faster task completion and time savings,,,,,,,,,
5b3c86e9-dcc3-4f07-833b-2025aa0ad48b,"My life has become more productive; I don't waste time on mundane tasks. AI is a very effective work companion.

",Positive,Automation of routine/repetitive tasks,Faster task completion and time savings,,,,,,,,
f0cc142a-068d-41d4-b611-0ba83198d4d9,"My life has been easy, I am able to multi-task and focus on other things while I still get my job done",Positive,Automation of routine/repetitive tasks,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,
88847da9-5ab2-4e51-a120-0c07b1987bc5,"My life has some noticeable changes because of the use of AI. Like its hard for me to think on my own. if i stubble on an issue that needs critical thinking at all, I find myself using AI. Well it has some downsides but it helps and in doing that I see myself opened to new thoughts and inspirations",Neutral,Brainstorming and creativity support,Reduced independent thinking/overreliance,,,,,,,,
8bca5618-2bc2-49c6-9d48-6260938d60a6,My most noticable change is that I have become more connected and reliable to the use of AI to assist me in carrying out various tasks,Positive,Automation of routine/repetitive tasks,Improved productivity and efficiency at work,,,,,,,,
04475b32-6fcf-40e2-9ac8-62f63638d132,"My most significant alteration in everyday life has been the frequency at which I use AI solutions to find quick solutions to problems and seek decision support, be it in writing emails, abstracting long reading materials, or even assisting in planning meals and schedules. Activities that previously consumed much time become easier and more productive and have given the mind room to do more creative and personal tasks.",Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,Personal decision-making and recommendations,Research acceleration and information synthesis,"Scheduling, organization, and reminders","Writing help: emails, documents, summaries",,,,
b734d8e8-7f1d-4acc-add6-a38dbe40a72a,"My productivity has accelerated noticeably, and creativity has expanded as well.",Positive,Brainstorming and creativity support,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,
5c9a10db-aa71-4c4a-bac3-3dc7b78c20a0,My repository (github) had 31 projects and has grown to 75. It replaced the way of working with spreadsheet calculations and image generation became daily and with higher quality.,Positive,Automation of routine/repetitive tasks,"Content creation: images, music, videos",Improved productivity and efficiency at work,,,,,,,
29cc0fdf-08db-4f2a-90a5-0d0f636d7c91,"My research on personal and work-related topics has improved significantly. With AI, it's easier to research diverse topics and get good answers quickly. It's also helped me a lot at work, and I've gained a lot of speed and productivity.",Positive,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,,,
75012184-b41b-4113-adc7-a179098e7d2e,My research on topics and understanding of subjects has gotten a lot better. ,Neutral,"Learning aid: studying, tutoring, explanations",Research acceleration and information synthesis,,,,,,,,
79155233-df54-4d1a-b757-39f6a7e5f122,"My routines and mundane tasks are now done by AI. Anything related to writing I takes suggestions or get it reviewed by AI sometimes. For preparing a resume, AI helps out too.",Neutral,Automation of routine/repetitive tasks,Resume/CV and job application assistance,"Writing help: emails, documents, summaries",,,,,,,
93818ff9-b45c-4cfc-9510-459fbb960a5f,"My tasks time got shorter, i did not have to search for informations, examples.",Neutral,Faster task completion and time savings,Using AI instead of traditional web search,,,,,,,,
86274107-4eb3-4447-a9e9-49336da0a62c,My way of thinking about work and how something is doing ,Positive,Improved productivity and efficiency at work,Reduced independent thinking/overreliance,,,,,,,,
2c4f3ad8-f864-4fed-9a5c-4e31405c7557,My work became easier ,Positive,Improved productivity and efficiency at work,,,,,,,,,
514d2e4f-b3bd-4b89-b032-cc6d66b767d4,"My work became more fluid whenever I needed to write script for data processing, because AI was able to propose easy solutions to issues that would otherwise take a lot more time to resolve.",Positive,Coding assistance and debugging,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,
a43d3e3b-9e54-41a6-9ad3-05a548a27988,"My work become easy because of Ai being a student and a intern Ai play crucial role in my daily life it helps me to complete my task before deadline also helps in projects, translating the language schedule management is also done by Ai, so yea Ai helps me and because of Ai i am able to save sometime. ",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,"Learning aid: studying, tutoring, explanations","Scheduling, organization, and reminders",Translation and language support,,,,,
25d451b1-95e6-4527-b2d5-275de30f6efb,My work done has been quicker. ,Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
